customer_id,terminal_id,transaction_date,amount
C043149431,3000344076,2/19/2025,1787499
C043149430,3000344162,3/11/2025,4884566
C043149416,3000344375,2/6/2025,1644962
C043149417,3000344399,2/20/2025,522338
C043149433,3000344502,3/9/2025,2056633
C043149432,3000344681,3/11/2025,806431
C043149418,3000345310,2/23/2025,3322614
C043149434,3000345499,1/13/2025,2376362
C043149419,3000345530,1/27/2025,1310391
C043149435,3000345846,2/8/2025,1358949
C043149440,3000345901,1/24/2025,4135797
C043149441,3000346032,3/1/2025,1771547
C043149438,3000346135,1/14/2025,3414853
C043149436,3000346180,2/17/2025,2680628
C043149437,3000346207,3/28/2025,4398893
C043149443,3000346300,3/4/2025,4370472
C043149439,3000346331,3/3/2025,1498277
C043149442,3000346379,1/24/2025,2180246
C043149460,3000346489,2/5/2025,347784
C043149444,3000346568,3/27/2025,1187970
C043149462,3000346623,2/17/2025,3601912
C043149445,3000346685,3/8/2025,3558458
C043149463,3000346740,1/25/2025,2939953
C043149461,3000346805,1/30/2025,2912147
C043149446,3000346953,2/20/2025,3157136
C043149464,3000347022,2/3/2025,4522655
C043149465,3000347101,1/27/2025,3618192
C043149467,3000347716,1/15/2025,655169
C043149466,3000347778,3/2/2025,2997303
C043149468,3000347864,2/6/2025,2473499
C043149469,3000347895,1/27/2025,1720683
C043149447,3000347936,1/27/2025,3909791
C043149470,3000348108,1/8/2025,4687732
C043149448,3000348517,3/17/2025,4484762
C043149449,3000348579,1/24/2025,3286869
C043149450,3000348634,2/18/2025,4025446
C043149451,3000348696,3/22/2025,2849203
C043149472,3000348885,1/15/2025,3518689
C043149452,3000349136,1/25/2025,3044252
C043149473,3000349318,2/23/2025,2291078
C043149474,3000349349,1/12/2025,56637
C043149475,3000350707,2/20/2025,3547647
C043149453,3000350776,3/23/2025,1679143
C043149454,3000350790,1/9/2025,4047873
C043149456,3000350903,2/25/2025,2592364
C043149457,3000350927,2/19/2025,439050
C043149458,3000350941,2/17/2025,1565808
C043149455,3000351041,3/21/2025,791569
C043149459,3000351144,1/2/2025,444045
C043149476,3000351209,1/6/2025,1104821
C043149477,3000351223,1/24/2025,240140
C043149478,3000351333,2/8/2025,624701
C043149480,3000351412,3/24/2025,4818863
C043149500,3000351474,3/28/2025,4682467
C043149479,3000351591,3/20/2025,2844606
C043149481,3000351807,3/8/2025,1110905
C043149501,3000351845,2/17/2025,2001505
C043149482,3000351900,2/1/2025,4782251
C043149502,3000352127,1/11/2025,4001970
C043149504,3000352275,2/15/2025,4655626
C043149503,3000352392,3/21/2025,1670236
C043149484,3000352495,3/17/2025,3825429
C043149485,3000352550,1/4/2025,419470
C043149505,3000352615,1/16/2025,2786426
C043149489,3000352701,3/7/2025,2800793
C043149486,3000352763,2/7/2025,3565641
C043149487,3000352835,2/19/2025,1736240
C043149488,3000352921,1/7/2025,3317299
C043149506,3000353007,3/11/2025,4609030
C043149507,3000353045,3/6/2025,3261972
C043149490,3000353100,1/27/2025,1631787
C043149491,3000353241,3/19/2025,3087263
C043149492,3000353337,1/30/2025,3983829
C043149508,3000353416,1/12/2025,4559072
C043149509,3000353612,2/14/2025,302192
C043149510,3000353674,1/29/2025,2901892
C043149494,3000353777,2/8/2025,2411270
C043149511,3000353849,2/28/2025,4692093
C043149493,3000353973,1/27/2025,818482
C043149495,3000354138,1/13/2025,3205177
C043149496,3000354190,3/19/2025,1082803
C043149499,3000354303,1/9/2025,4392943
C043149497,3000354420,2/7/2025,2105056
C043149512,3000354468,1/9/2025,1987964
C043149513,3000354523,3/4/2025,1709599
C043149498,3000354561,2/26/2025,2043957
C043149520,3000354822,1/1/2025,1425328
C043149515,3000354932,3/29/2025,1411413
C043149522,3000355214,1/8/2025,436548
C043149516,3000355238,3/7/2025,2111566
C043149517,3000355300,2/24/2025,3437298
C043149521,3000355410,1/23/2025,1009053
C043149523,3000355551,1/20/2025,1815329
C043149524,3000355685,3/22/2025,3359980
C043149525,3000355726,3/10/2025,1919548
C043149526,3000355740,2/22/2025,4973604
C043149519,3000355939,3/18/2025,4285807
C043149527,3000356060,2/14/2025,2838555
C043149528,3000356187,2/20/2025,913742
C043149540,3000356338,2/12/2025,208116
C043149530,3000356479,3/20/2025,211866
C043149541,3000356527,2/8/2025,1102665
C043149531,3000356905,1/6/2025,2948865
C043149543,3000356943,1/16/2025,2494975
C043149533,3000357139,3/23/2025,4720081
C043149532,3000357263,1/26/2025,2184964
C043149534,3000357610,2/6/2025,2894045
C043149545,3000358318,1/15/2025,4986640
C043149547,3000358741,2/2/2025,4719584
C043149546,3000358806,1/20/2025,2950112
C043149548,3000358875,1/25/2025,1018107
C043149549,3000358916,3/1/2025,2396272
C043149536,3000359061,2/12/2025,1909116
C043149550,3000359308,3/18/2025,2405223
C043149551,3000359346,2/12/2025,1450265
C043149552,3000359494,3/16/2025,2309210
C043149537,3000359542,3/20/2025,2310331
C043149538,3000359621,3/27/2025,118232
C043149539,3000359700,3/3/2025,3727113
C043149554,3000359982,2/23/2025,4910327
C043149556,3000360089,2/14/2025,290962
C043149560,3000360106,2/16/2025,2292249
C043149553,3000360182,2/25/2025,1081253
C043149555,3000360230,3/24/2025,4341919
C043149557,3000360319,3/2/2025,3981355
C043149561,3000360443,2/15/2025,4005541
C043149559,3000360481,2/26/2025,578636
C043149558,3000360601,2/8/2025,2570706
C043149580,3000360663,2/11/2025,2956698
C043149581,3000360694,1/2/2025,4316532
C043149562,3000360742,3/27/2025,754903
C043149563,3000361055,3/3/2025,4504529
C043149582,3000361134,2/6/2025,3645657
C043149583,3000361433,1/29/2025,2608682
C043149564,3000361660,2/12/2025,4964057
C043149565,3000361763,1/12/2025,29157
C043149566,3000361842,2/26/2025,1578035
C043149568,3000361945,2/27/2025,500958
C043149569,3000362069,3/30/2025,3768683
C043149570,3000362382,2/11/2025,1985404
C043149584,3000362492,1/5/2025,4205062
C043149571,3000362708,1/10/2025,3395469
C043149572,3000362904,3/7/2025,3520842
C043149573,3000363406,2/2/2025,3640539
C043149574,3000363578,1/23/2025,868348
C043149575,3000363633,3/22/2025,331684
C043149576,3000363729,3/4/2025,455141
C043149585,3000363918,3/18/2025,719761
C043149577,3000363932,2/13/2025,4041360
C043149586,3000364159,1/7/2025,541378
C043149587,3000364197,2/11/2025,2342691
C043149578,3000364269,3/15/2025,2437316
C043149579,3000364283,2/5/2025,4187208
C043149588,3000364324,2/28/2025,802427
C043149601,3000364654,1/29/2025,4040705
C043149590,3000364685,1/20/2025,3126747
C043149600,3000364805,3/14/2025,862422
C043149589,3000364836,1/4/2025,1057062
C043149602,3000364915,1/1/2025,2029506
C043149603,3000365008,3/9/2025,691213
C043149591,3000365039,3/1/2025,378717
C043149592,3000365118,2/14/2025,2010915
C043149604,3000365321,2/6/2025,4820180
C043149593,3000365448,1/17/2025,2002814
C043149594,3000365503,3/13/2025,3741737
C043149605,3000365565,1/3/2025,4380810
C043149606,3000365716,3/20/2025,2008237
C043149595,3000365730,3/15/2025,161247
C043149596,3000365895,1/25/2025,2398387
C043149607,3000366012,2/6/2025,80727
C043149608,3000366074,3/23/2025,2930520
C043149599,3000366139,3/27/2025,3334141
C043149597,3000366153,2/22/2025,784592
C043149598,3000366225,3/3/2025,790610
C043149620,3000366469,2/27/2025,572454
C043149609,3000366593,3/22/2025,2117429
C043149621,3000366737,2/3/2025,648024
C043149611,3000368274,2/1/2025,4459261
C043149622,3000368298,3/6/2025,596579
C043149612,3000368432,3/5/2025,625159
C043149613,3000368494,2/18/2025,1302301
C043149623,3000368638,3/19/2025,3175871
C043149614,3000368690,1/30/2025,3292355
C043149624,3000368944,1/3/2025,695039
C043149625,3000369075,1/2/2025,4667250
C043149626,3000369099,1/20/2025,3817933
C043149628,3000369147,2/19/2025,206570
C043149616,3000369374,2/13/2025,4485800
C043149617,3000369501,1/8/2025,1973120
C043149615,3000369563,1/10/2025,3032878
C043149629,3000369965,1/6/2025,3463328
C043149631,3000370189,2/22/2025,898261
C043149633,3000370323,2/15/2025,1579081
C043149632,3000370361,1/4/2025,4212221
C043149618,3000370471,2/8/2025,743337
C043149619,3000370512,3/3/2025,3944938
C043149634,3000370880,1/3/2025,404526
C043149635,3000370921,1/27/2025,513628
C043149636,3000371052,3/17/2025,4226805
C043149637,3000371076,1/28/2025,4075829
C043149640,3000371313,2/9/2025,3929238
C043149638,3000371485,1/3/2025,3575980
C043149639,3000371540,3/25/2025,92594
C043149641,3000371746,3/25/2025,2958437
C043149660,3000371870,2/11/2025,2552154
C043149643,3000371935,1/4/2025,4423277
C043149642,3000371973,3/30/2025,3458918
C043149661,3000372107,3/15/2025,2036180
C043149662,3000372183,2/13/2025,766607
C043149663,3000372200,3/19/2025,1583728
C043149665,3000372530,2/8/2025,244572
C043149667,3000372640,2/25/2025,3460609
C043149668,3000372994,2/23/2025,699133
C043149669,3000373128,2/18/2025,3929298
C043149670,3000373496,1/27/2025,455555
C043149644,3000373551,3/18/2025,4404683
C043149671,3000373616,1/2/2025,4432878
C043149672,3000373692,2/13/2025,3112823
C043149674,3000373881,2/15/2025,4403425
C043149646,3000374084,1/15/2025,1807561
C043149647,3000374101,3/12/2025,114778
C043149675,3000374345,2/22/2025,2255555
C043149648,3000374637,2/15/2025,1794479
C043149676,3000374785,2/8/2025,989375
C043149627,3000374792,1/16/2025,3512718
C043149677,3000374857,2/5/2025,2530259
C043149678,3000375218,3/14/2025,706674
C043149680,3000375270,1/31/2025,4657572
C043149681,3000375304,3/19/2025,269755
C043149679,3000375414,1/1/2025,1501235
C043149682,3000375603,3/10/2025,1667926
C043149683,3000375706,2/18/2025,1195917
C043149684,3000375940,1/11/2025,646041
C043149685,3000376071,2/14/2025,2447955
C043149649,3000376136,3/5/2025,4788738
C043149651,3000376301,1/24/2025,613125
C043149650,3000376325,3/26/2025,2614750
C043149686,3000376507,3/21/2025,4938393
C043149687,3000378659,3/21/2025,4586910
C043149688,3000378714,2/19/2025,3671890
C043149689,3000379041,1/18/2025,394999
C043149652,3000379120,3/23/2025,3684291
C043149690,3000379326,1/1/2025,2537576
C043149653,3000379436,3/29/2025,185555
C043149692,3000379618,1/5/2025,1694290
C043149694,3000379711,3/1/2025,633510
C043149691,3000379807,1/14/2025,4712215
C043149693,3000379883,2/24/2025,4700012
C043149654,3000380076,3/17/2025,2544582
C043149655,3000380131,1/8/2025,1400530
C043149695,3000380320,1/9/2025,1783912
C043149656,3000380409,1/13/2025,4946187
C043149696,3000380502,2/5/2025,2092217
C043149657,3000380739,1/1/2025,2316062
C043149659,3000380935,2/9/2025,1974200
C043149697,3000381286,2/2/2025,2203149
C043149700,3000381475,1/1/2025,2812626
C043149698,3000381499,3/19/2025,1835152
C043149699,3000381619,3/3/2025,684283
C043149702,3000381853,2/9/2025,831622
C043149703,3000382001,3/8/2025,2371190
C043149704,3000382063,2/28/2025,1659669
C043149705,3000382197,3/24/2025,4426083
C043149721,3000382214,1/29/2025,3521882
C043149722,3000382238,2/7/2025,3438818
C043149723,3000382290,1/6/2025,1722396
C043149720,3000382355,1/15/2025,1720714
C043149706,3000382544,3/17/2025,4363637
C043149725,3000382609,2/12/2025,1672458
C043149707,3000382915,2/18/2025,800017
C043149726,3000383022,2/16/2025,4867182
C043149708,3000383527,2/17/2025,2567992
C043149709,3000383761,2/26/2025,4033008
C043149727,3000383864,1/24/2025,275708
C043149711,3000384823,2/8/2025,2978882
C043149710,3000384988,2/14/2025,4164245
C043149712,3000385332,2/20/2025,247223
C043149728,3000385473,3/25/2025,4016104
C043149729,3000385600,3/24/2025,978128
C043149731,3000385741,3/1/2025,1790089
C043149732,3000386016,2/2/2025,1268726
C043149733,3000386030,1/17/2025,4286079
C043149714,3000386140,2/18/2025,4038158
C043149734,3000386281,2/16/2025,126924
C043149715,3000386542,3/23/2025,1878435
C043149716,3000387501,1/16/2025,2849691
C043149736,3000387697,1/5/2025,4651784
C043149735,3000387776,1/12/2025,1265207
C043149718,3000388182,1/23/2025,3279070
C043149738,3000388340,2/24/2025,554123
C043149719,3000388962,1/1/2025,2770777
C043149741,3000389141,3/28/2025,2037261
C043149740,3000389251,1/3/2025,650283
C043149742,3000390200,3/22/2025,2291835
C043149743,3000390334,1/17/2025,3568692
C043149739,3000393036,3/2/2025,1887988
C043149744,3000393067,1/4/2025,221617
C043149760,3000393469,3/29/2025,3653425
C043149745,3000393524,1/24/2025,2706736
C043149746,3000394143,3/23/2025,474441
C043149747,3000394277,1/3/2025,1675426
C043149761,3000394514,3/11/2025,3445971
C043149764,3000394727,2/7/2025,1431694
C043149748,3000394985,1/11/2025,1397611
C043149749,3000395047,2/11/2025,4367344
C043149750,3000395621,1/26/2025,3695048
C043149751,3000395669,2/6/2025,2002138
C043149766,3000395786,3/25/2025,10946
C043149767,3000395834,2/9/2025,1312584
C043149752,3000395920,2/27/2025,1246651
C043149768,3000396264,2/21/2025,1841454
C043149769,3000396329,2/25/2025,4195705
C043149770,3000396673,1/25/2025,304241
C043149755,3000396886,3/17/2025,1474369
C043149756,3000396941,2/6/2025,494803
C043149771,3000397034,1/30/2025,4303958
C043149772,3000397065,2/17/2025,3116749
C043149758,3000397106,1/22/2025,1629022
C043149762,3000397199,1/25/2025,3029213
C043149773,3000397302,1/31/2025,117572
C043149774,3000397412,1/31/2025,4818803
C043149782,3000397539,3/22/2025,3076675
C043149759,3000397601,2/2/2025,4163233
C043149775,3000397704,1/13/2025,3607691
C043149801,3000397869,3/17/2025,3875901
C043149802,3000398062,3/29/2025,1078834
C043149803,3000398093,3/16/2025,2472065
C043149804,3000398316,3/12/2025,2503521
C043149784,3000398464,3/15/2025,4732278
C043149785,3000399021,1/25/2025,2368001
C043149805,3000399272,3/30/2025,4728670
C043149806,3000399447,1/28/2025,1595832
C043149808,3000399856,1/25/2025,1455197
C043149786,3000399911,3/11/2025,4701929
C043149807,3000399997,3/28/2025,2228444
C043149787,3000400372,3/21/2025,138452
C043149809,3000400499,3/19/2025,4020895
C043149810,3000400578,3/14/2025,4658643
C043149788,3000400839,2/4/2025,1391828
C043149789,3000400853,1/12/2025,877897
C043149812,3000400891,1/17/2025,1976461
C043149790,3000401025,3/26/2025,1562690
C043149763,3000401159,3/27/2025,403053
C043149813,3000401221,1/19/2025,3760474
C043149814,3000401252,1/10/2025,3713974
C043149815,3000401537,3/19/2025,746024
C043149791,3000401582,3/24/2025,4990675
C043149816,3000401661,2/28/2025,1016178
C043149792,3000401726,3/18/2025,2362000
C043149818,3000401915,3/13/2025,3482608
C043149819,3000402235,1/10/2025,3747721
C043149820,3000402929,1/24/2025,1989375
C043149793,3000403191,3/15/2025,2335072
C043149822,3000403531,1/1/2025,882794
C043149795,3000403665,1/27/2025,4504130
C043149823,3000404088,3/26/2025,1615984
C043149796,3000405607,2/3/2025,2044016
C043149824,3000405906,2/3/2025,1872051
C043149797,3000406075,2/23/2025,1988253
C043149798,3000406233,3/5/2025,2617045
C043149799,3000406271,1/25/2025,3089671
C043149841,3000406491,1/21/2025,4683327
C043149826,3000406587,2/15/2025,3801965
C043149827,3000406697,3/29/2025,2144393
C043149828,3000407041,1/24/2025,124834
C043149842,3000407096,3/19/2025,109182
C043149829,3000407254,2/13/2025,587388
C043149843,3000407371,2/8/2025,1651742
C043149844,3000407443,1/29/2025,533313
C043149845,3000407498,1/24/2025,3678390
C043149848,3000407546,1/21/2025,1917454
C043149846,3000407728,2/8/2025,4066004
C043149847,3000407780,2/16/2025,1472146
C043149849,3000407838,1/22/2025,4449478
C043149830,3000408110,2/7/2025,2164883
C043149831,3000408134,1/7/2025,3758058
C043149852,3000408323,3/2/2025,3386062
C043149854,3000408440,3/28/2025,3562223
C043149856,3000408536,2/17/2025,3154817
C043149853,3000408598,3/23/2025,3572386
C043149832,3000408842,1/31/2025,123925
C043149834,3000408938,1/27/2025,3032103
C043149833,3000409069,2/10/2025,3223421
C043149857,3000409131,3/21/2025,2797301
C043149836,3000409492,1/11/2025,2393460
C043149835,3000409643,1/21/2025,1017367
C043149837,3000409760,3/25/2025,2836603
C043149838,3000409894,2/11/2025,1916601
C043149839,3000410551,1/22/2025,3044837
C043149860,3000410702,3/7/2025,3274155
C043149862,3000410915,2/27/2025,4312483
C043149861,3000410977,1/26/2025,1917246
C043149864,3000411118,1/27/2025,4704473
C043149863,3000411352,3/25/2025,3314831
C043149858,3000411503,3/3/2025,2877215
C043149865,3000411778,1/4/2025,78990
C043149866,3000411888,3/5/2025,3807415
C043149859,3000411943,1/23/2025,2934536
C043149867,3000412012,3/12/2025,2269821
C043149868,3000412074,2/3/2025,164826
C043149870,3000412146,1/16/2025,2274558
C043149869,3000412263,2/19/2025,1925145
C043149880,3000412414,1/4/2025,4891594
C043149871,3000412517,2/27/2025,3702371
C043149872,3000412720,1/17/2025,3251613
C043149873,3000413040,3/7/2025,1850237
C043149881,3000413071,1/28/2025,3251710
C043149874,3000413583,3/2/2025,4077866
C043149875,3000413899,3/2/2025,2697630
C043149882,3000414205,2/5/2025,4835960
C043149876,3000414274,2/3/2025,4995867
C043149877,3000414308,2/16/2025,4667931
C043149883,3000415116,1/6/2025,1100666
C043149884,3000415264,2/5/2025,2188013
C043149885,3000415329,3/17/2025,4742518
C043149878,3000415721,1/30/2025,4096271
C043149886,3000415776,2/14/2025,4049636
C043149887,3000415893,1/5/2025,1649360
C043149888,3000415927,1/2/2025,3281806
C043149879,3000417505,3/13/2025,2042991
C043149900,3000418117,2/18/2025,515355
C043149889,3000418265,3/3/2025,1417011
C043149901,3000418306,3/30/2025,3784532
C043149902,3000418502,3/19/2025,420800
C043149891,3000418540,1/9/2025,2489060
C043149890,3000418564,3/8/2025,864647
C043149892,3000418887,2/14/2025,3322241
C043149893,3000419066,2/5/2025,200535
C043149903,3000419262,1/19/2025,828709
C043149904,3000419303,1/11/2025,2069529
C043149906,3000419530,3/9/2025,131272
C043149894,3000419705,2/3/2025,1119803
C043149895,3000419743,3/12/2025,1775153
C043149896,3000419808,2/22/2025,3411843
C043149907,3000419884,2/2/2025,1134630
C043149908,3000420046,1/17/2025,1914924
C043149897,3000420060,3/3/2025,2527237
C043149898,3000420091,2/25/2025,515158
C043149899,3000420125,1/10/2025,4589707
C043149909,3000420424,3/23/2025,921728
C043149910,3000420448,2/2/2025,2263667
C043149920,3000420534,2/27/2025,2246670
C043149912,3000420675,1/22/2025,3147669
C043149921,3000420699,3/27/2025,4606731
C043149913,3000420840,1/4/2025,3092115
C043149922,3000420864,2/22/2025,2907822
C043149914,3000420888,3/27/2025,536701
C043149923,3000421029,2/28/2025,2851402
C043149924,3000421184,1/31/2025,2642424
